"Website","Stronie internetowej","module","Magento_Customer"
"Subscribed","Subskrybowany","module","Magento_Customer"
"Last Updated At","Ostatnia aktualizacja w","module","Magento_Customer"
"All countries","Wszystkie kraje","module","Magento_Customer"
"Customer Groups","Grupy klientów","module","Magento_Customer"
"Add New Customer Group","Dodaj nową grupę klientów","module","Magento_Customer"
"Save Customer Group","Zapisz grupę klientów","module","Magento_Customer"
"Delete Customer Group","Usuń grupę klientów","module","Magento_Customer"
"New Customer Group","Nowa grupa klientów","module","Magento_Customer"
"Edit Customer Group ""%1""","Edytuj grupę klientów ""%1""","module","Magento_Customer"
"Group Information","Informacje o grupie","module","Magento_Customer"
"Group Name","Nazwa grupy","module","Magento_Customer"
"Maximum length must be less then %1 characters.","Maksymalna długość musi być mniejsza niż %1 znaków.","module","Magento_Customer"
"Tax Class","Klasa podatkowa","module","Magento_Customer"
"The customer is now assigned to Customer Group %s.","Klient jest teraz przypisany do grupy klientów %s.","module","Magento_Customer"
"Would you like to change the Customer Group for this order?","Czy chcesz zmienić grupę klientów dla tego zamówienia?","module","Magento_Customer"
"The VAT ID is valid.","Identyfikator VAT jest ważny.","module","Magento_Customer"
"The VAT ID entered (%s) is not a valid VAT ID.","Wprowadzony identyfikator VAT (%s) nie jest prawidłowym identyfikatorem VAT.","module","Magento_Customer"
"The VAT ID is valid. The current Customer Group will be used.","Identyfikator VAT jest ważny. Wykorzystana zostanie aktualna Grupa Klientów.","module","Magento_Customer"
"The VAT ID is valid but no Customer Group is assigned for it.","Identyfikator VAT jest ważny, ale nie jest do niego przypisana żadna grupa klientów.","module","Magento_Customer"
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Na podstawie identyfikatora VAT klient należy do grupy klientów %s.","module","Magento_Customer"
"Something went wrong while validating the VAT ID.","Coś poszło nie tak podczas weryfikacji identyfikatora VAT.","module","Magento_Customer"
"The customer would belong to Customer Group %s.","Klient powinien należeć do grupy klientów %s.","module","Magento_Customer"
"There was an error detecting Customer Group.","Wystąpił błąd podczas wykrywania grupy klientów.","module","Magento_Customer"
"Validate VAT Number","Sprawdź numer VAT","module","Magento_Customer"
"Date of Birth","Data urodzenia","module","Magento_Customer"
"Bad request.","Zła prośba.","module","Magento_Customer"
"This confirmation key is invalid or has expired.","Ten klucz potwierdzenia jest nieprawidłowy lub wygasł.","module","Magento_Customer"
"There was an error confirming the account","Wystąpił błąd podczas potwierdzania konta","module","Magento_Customer"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, kliknij <a href=""%1"">tutaj</a>, aby wprowadzić adres wysyłki w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, kliknij <a href=""%1"">tutaj</a>, aby wprowadzić swój adres rozliczeniowy w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"Thank you for registering with %1.","Dziękujemy za zarejestrowanie się w %1.","module","Magento_Customer"
"Please check your email for confirmation key.","Sprawdź pocztę e-mail w celu uzyskania klucza potwierdzającego.","module","Magento_Customer"
"This email does not require confirmation.","Ten e-mail nie wymaga potwierdzenia.","module","Magento_Customer"
"Wrong email.","Zły email.","module","Magento_Customer"
"Your password reset link has expired.","Twój link do resetowania hasła wygasł.","module","Magento_Customer"
"Invalid Form Key. Please refresh the page.","Nieprawidłowy klucz formularza. Odśwież stronę.","module","Magento_Customer"
"We can't save the customer.","Nie możemy uratować klienta.","module","Magento_Customer"
"Please make sure your passwords match.","Proszę się upewnić, że hasła są takie same.","module","Magento_Customer"
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, <a href=""%1"">kliknij tutaj</a>, aby wprowadzić adres wysyłki w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, <a href=""%1"">kliknij tutaj</a>, aby wprowadzić swój adres rozliczeniowy w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"Account Information","informacje o koncie","module","Magento_Customer"
"You saved the account information.","Zapisałeś informacje o koncie.","module","Magento_Customer"
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","Logowanie na konto było nieprawidłowe lub Twoje konto zostało tymczasowo wyłączone. Poczekaj i spróbuj ponownie później.","module","Magento_Customer"
"Password confirmation doesn't match entered password.","Potwierdzenie hasła nie zgadza się z wprowadzonym hasłem.","module","Magento_Customer"
"The password doesn't match this account. Verify the password and try again.","Hasło nie pasuje do tego konta. Sprawdź hasło i spróbuj ponownie.","module","Magento_Customer"
"The email address is incorrect. Verify the email address and try again.","Adres e-mail jest nieprawidłowy. Sprawdź adres e-mail i spróbuj ponownie.","module","Magento_Customer"
"We're unable to send the password reset email.","Nie możemy wysłać wiadomości e-mail dotyczącej resetowania hasła.","module","Magento_Customer"
"Please enter your email.","Podaj swój adres e-mail.","module","Magento_Customer"
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Jeśli istnieje konto powiązane z %1, otrzymasz wiadomość e-mail z łączem do zresetowania hasła.","module","Magento_Customer"
"An unspecified error occurred. Please contact us for assistance.","Wystąpił nieznany błąd. Skontaktuj się z nami, aby uzyskać pomoc.","module","Magento_Customer"
"A login and a password are required.","Wymagany jest login i hasło.","module","Magento_Customer"
"New Password and Confirm New Password values didn't match.","Wartości Nowe hasło i Potwierdź nowe hasło nie są zgodne.","module","Magento_Customer"
"Please enter a new password.","Wprowadź nowe hasło.","module","Magento_Customer"
"You updated your password.","Zaktualizowałeś swoje hasło.","module","Magento_Customer"
"Something went wrong while saving the new password.","Coś poszło nie tak podczas zapisywania nowego hasła.","module","Magento_Customer"
"You deleted the address.","Usunąłeś adres.","module","Magento_Customer"
"We can't delete the address right now.","Nie możemy teraz usunąć adresu.","module","Magento_Customer"
"No files for upload.","Brak plików do przesłania.","module","Magento_Customer"
"You saved the address.","Zapisałeś adres.","module","Magento_Customer"
"We can't save the address.","Nie możemy zapisać adresu.","module","Magento_Customer"
"There is no address id in setting default billing address.","Nie ma identyfikatora adresu w ustawieniu domyślnego adresu rozliczeniowego.","module","Magento_Customer"
"Default billing address has been changed.","Domyślny adres rozliczeniowy został zmieniony.","module","Magento_Customer"
"We can't change default billing address right now.","Nie możemy teraz zmienić domyślnego adresu rozliczeniowego.","module","Magento_Customer"
"There is no address id in setting default shipping address.","Nie ma identyfikatora adresu w ustawieniu domyślnego adresu wysyłki.","module","Magento_Customer"
"Default shipping address has been changed.","Domyślny adres wysyłki został zmieniony.","module","Magento_Customer"
"We can't change default shipping address right now.","Nie możemy teraz zmienić domyślnego adresu wysyłki.","module","Magento_Customer"
"A total of %1 record(s) have been deleted.","Usunięto łącznie %1 rekordów.","module","Magento_Customer"
"There is no such address entity to delete.","Nie ma takiej jednostki adresu do usunięcia.","module","Magento_Customer"
"We can't mass delete the addresses right now.","Nie możemy teraz masowo usunąć adresów.","module","Magento_Customer"
"Customer address has been updated.","Adres klienta został zaktualizowany.","module","Magento_Customer"
"New customer address has been added.","Dodano nowy adres klienta.","module","Magento_Customer"
"There is no customer with such id.","Nie ma klienta o takim identyfikatorze.","module","Magento_Customer"
"We can't change customer address right now.","Nie możemy teraz zmienić adresu klienta.","module","Magento_Customer"
"The customer ID isn't defined.","Identyfikator klienta nie jest zdefiniowany.","module","Magento_Customer"
"The quote items are incorrect. Verify the quote items and try again.","Pozycje wyceny są nieprawidłowe. Sprawdź oferty i spróbuj ponownie.","module","Magento_Customer"
"You have revoked the customer's tokens.","Unieważniłeś tokeny klienta.","module","Magento_Customer"
"We can't find a customer to revoke.","Nie możemy znaleźć klienta do odwołania.","module","Magento_Customer"
"Something went wrong while saving file.","Coś poszło nie tak podczas zapisywania pliku.","module","Magento_Customer"
"You deleted the customer group.","Usunąłeś grupę klientów.","module","Magento_Customer"
"The customer group no longer exists.","Grupa klientów już nie istnieje.","module","Magento_Customer"
"Customers","Klienci","module","Magento_Customer"
"New Group","Nowa grupa","module","Magento_Customer"
"New Customer Groups","Nowe grupy klientów","module","Magento_Customer"
"Edit Group","Edytuj grupę","module","Magento_Customer"
"Edit Customer Groups","Edytuj grupy klientów","module","Magento_Customer"
"You saved the customer group.","Zapisałeś grupę klientów.","module","Magento_Customer"
"Please select customer(s).","Wybierz klienta(ów).","module","Magento_Customer"
"Customer could not be deleted.","Nie udało się usunąć klienta.","module","Magento_Customer"
"You deleted the customer.","Usunąłeś klienta.","module","Magento_Customer"
"Something went wrong while editing the customer.","Coś poszło nie tak podczas edytowania klienta.","module","Magento_Customer"
"Manage Customers","Zarządzaj klientami","module","Magento_Customer"
"Please correct the data sent.","Proszę poprawić przesłane dane.","module","Magento_Customer"
"A total of %1 record(s) were updated.","Zaktualizowano łącznie %1 rekordów.","module","Magento_Customer"
"A total of %1 record(s) were deleted.","Usunięto łącznie %1 rekordów.","module","Magento_Customer"
"The customer will receive an email with a link to reset password.","Klient otrzyma wiadomość e-mail z linkiem do zresetowania hasła.","module","Magento_Customer"
"Something went wrong while resetting customer password.","Coś poszło nie tak podczas resetowania hasła klienta.","module","Magento_Customer"
"The Store View selected for sending Welcome email from is not related to the customer's associated website.","Widok sklepu wybrany do wysłania powitalnej wiadomości e-mail z nie jest powiązany z powiązaną witryną internetową klienta.","module","Magento_Customer"
"You saved the customer.","Uratowałeś klienta.","module","Magento_Customer"
"Something went wrong while saving the customer.","Coś poszło nie tak podczas zapisywania klienta.","module","Magento_Customer"
"Page not found.","Strona nie znaleziona.","module","Magento_Customer"
"Customer has been unlocked successfully.","Klient został pomyślnie odblokowany.","module","Magento_Customer"
"Online Customers","Klienci online","module","Magento_Customer"
"Customers Now Online","Klienci teraz online","module","Magento_Customer"
"Please define Wish List item ID.","Proszę zdefiniować identyfikator pozycji listy życzeń.","module","Magento_Customer"
"Please load Wish List item.","Proszę załadować element listy życzeń.","module","Magento_Customer"
"Login successful.","Zalogowano poprawnie.","module","Magento_Customer"
"Invalid login or password.","Niepoprawny login lub hasło.","module","Magento_Customer"
"The ""%1"" section source isn't supported.","Źródło sekcji „%1” nie jest obsługiwane.","module","Magento_Customer"
"%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface","%1 nie rozszerza \Magento\Customer\CustomerData\SectionSourceInterface","module","Magento_Customer"
"Confirmation isn't needed.","Potwierdzenie nie jest potrzebne.","module","Magento_Customer"
"The account is already active.","Konto jest już aktywne.","module","Magento_Customer"
"The confirmation token is invalid. Verify the token and try again.","Token potwierdzenia jest nieprawidłowy. Zweryfikuj token i spróbuj ponownie.","module","Magento_Customer"
"The account is locked.","Konto jest zablokowane.","module","Magento_Customer"
"This account isn't confirmed. Verify and try again.","To konto nie jest potwierdzone. Sprawdź i spróbuj ponownie.","module","Magento_Customer"
"Invalid value of ""%value"" provided for the %fieldName field. Possible values: %template1 or %template2.","Nieprawidłowa wartość „%value” podana w polu %fieldName. Możliwe wartości: %template1 lub %template2.","module","Magento_Customer"
"Please enter a password with at most %1 characters.","Proszę wprowadzić hasło składające się z maksymalnie %1 znaków.","module","Magento_Customer"
"The password needs at least %1 characters. Create a new password and try again.","Hasło wymaga co najmniej %1 znaków. Utwórz nowe hasło i spróbuj ponownie.","module","Magento_Customer"
"The password can't begin or end with a space. Verify the password and try again.","Hasło nie może zaczynać się ani kończyć spacją. Sprawdź hasło i spróbuj ponownie.","module","Magento_Customer"
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum różnych klas znaków w haśle to %1. Klasy znaków: małe litery, wielkie litery, cyfry, znaki specjalne.","module","Magento_Customer"
"The password can't be the same as the email address. Create a new password and try again.","Hasło nie może być takie samo jak adres e-mail. Utwórz nowe hasło i spróbuj ponownie.","module","Magento_Customer"
"This customer already exists in this store.","Ten klient już istnieje w tym sklepie.","module","Magento_Customer"
"A customer with the same email address already exists in an associated website.","Klient z tym samym adresem e-mail już istnieje w powiązanej witrynie.","module","Magento_Customer"
"The store view is not in the associated website.","Widok sklepu nie znajduje się w powiązanej witrynie.","module","Magento_Customer"
"Invalid value of ""%value"" provided for the %fieldName field.","Nieprawidłowa wartość „%value” podana w polu %fieldName.","module","Magento_Customer"
"""%fieldName"" is required. Enter and try again.","„%fieldName” jest wymagane. Wejdź i spróbuj ponownie.","module","Magento_Customer"
"The password token is mismatched. Reset and try again.","Token hasła jest niezgodny. Zresetuj i spróbuj ponownie.","module","Magento_Customer"
"The password token is expired. Reset and try again.","Token hasła wygasł. Zresetuj i spróbuj ponownie.","module","Magento_Customer"
"The transactional account email type is incorrect. Verify and try again.","Typ adresu e-mail konta transakcyjnego jest nieprawidłowy. Sprawdź i spróbuj ponownie.","module","Magento_Customer"
"""%1"" is a required value.","„%1” to wymagana wartość.","module","Magento_Customer"
"Global","Światowy","module","Magento_Customer"
"Per Website","Na stronę internetową","module","Magento_Customer"
"We can't share customer accounts globally when the accounts share identical email addresses on more than one website.","Nie możemy udostępniać kont klientów globalnie, jeśli konta mają identyczne adresy e-mail w więcej niż jednej witrynie.","module","Magento_Customer"
"Billing Address","Adres rozliczeniowy","module","Magento_Customer"
"Shipping Address","adres wysyłki","module","Magento_Customer"
"-- Please Select --","-- Proszę wybrać --","module","Magento_Customer"
"A valid password reset token is missing. Enter and try again.","Brak prawidłowego tokena resetowania hasła. Wejdź i spróbuj ponownie.","module","Magento_Customer"
"Admin","Administrator","module","Magento_Customer"
"ALL GROUPS","WSZYSTKIE GRUPY","module","Magento_Customer"
"No such entity with %fieldName = %fieldValue, %field2Name = %field2Value","Brak takiego podmiotu z %fieldName = %fieldValue, %field2Name = %field2Value","module","Magento_Customer"
"File can not be saved to the destination folder.","Nie można zapisać pliku w folderze docelowym.","module","Magento_Customer"
"Unable to create directory %1.","Nie można utworzyć katalogu %1.","module","Magento_Customer"
"Destination folder is not writable or does not exists.","Folder docelowy nie jest zapisywalny lub nie istnieje.","module","Magento_Customer"
"Something went wrong while saving the file.","Coś poszło nie tak podczas zapisywania pliku.","module","Magento_Customer"
"Reset password token expired.","Token resetowania hasła wygasł.","module","Magento_Customer"
"No such entity with rp_token = %value","Brak takiej jednostki z rp_token = %value","module","Magento_Customer"
"Attribute object is undefined","Obiekt atrybutu jest niezdefiniowany","module","Magento_Customer"
"""%1"" invalid type entered.","Wprowadzono nieprawidłowy typ „%1”.","module","Magento_Customer"
"""%1"" contains non-alphabetic or non-numeric characters.","„%1” zawiera znaki inne niż alfabetyczne lub nieliczbowe.","module","Magento_Customer"
"""%1"" is an empty string.","„%1” to pusty ciąg.","module","Magento_Customer"
"""%1"" contains non-numeric characters.","„%1” zawiera znaki nieliczbowe.","module","Magento_Customer"
"""%1"" contains non-alphabetic characters.","„%1” zawiera znaki inne niż alfabetyczne.","module","Magento_Customer"
"""%1"" is not a valid email address.","„%1” nie jest prawidłowym adresem e-mail.","module","Magento_Customer"
"""%1"" is not a valid hostname.","„%1” nie jest prawidłową nazwą hosta.","module","Magento_Customer"
"""%1"" uses too many characters.","""%1"" używa zbyt wielu znaków.","module","Magento_Customer"
"'%value%' looks like an IP address, which is not an acceptable format.","„%value%” wygląda jak adres IP, co nie jest akceptowalnym formatem.","module","Magento_Customer"
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","„%value%” wygląda jak nazwa hosta DNS, ale zawiera myślnik w nieprawidłowej pozycji.","module","Magento_Customer"
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","„%value%” wygląda jak nazwa hosta DNS, ale nie możemy dopasować jej do schematu nazwy hosta dla TLD „%tld%”.","module","Magento_Customer"
"'%value%' looks like a DNS hostname but cannot extract TLD part.","„%value%” wygląda jak nazwa hosta DNS, ale nie może wyodrębnić części TLD.","module","Magento_Customer"
"'%value%' does not look like a valid local network name.","„%value%” nie wygląda na prawidłową nazwę sieci lokalnej.","module","Magento_Customer"
"'%value%' looks like a local network name, which is not an acceptable format.","„%value%” wygląda jak nazwa sieci lokalnej, co nie jest akceptowalnym formatem.","module","Magento_Customer"
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","„%value%” wydaje się być nazwą hosta DNS, ale podanej notacji kodu punycode nie można odszyfrować.","module","Magento_Customer"
"""%1"" is not a valid URL.","„%1” nie jest prawidłowym adresem URL.","module","Magento_Customer"
"""%1"" is not a valid date.","„%1” nie jest prawidłową datą.","module","Magento_Customer"
"""%1"" does not fit the entered date format.","„%1” nie pasuje do wprowadzonego formatu daty.","module","Magento_Customer"
"Please enter a valid date between %1 and %2 at %3.","Wprowadź poprawną datę między %1 a %2 w %3.","module","Magento_Customer"
"Please enter a valid date equal to or greater than %1 at %2.","Wprowadź prawidłową datę równą lub większą niż %1 w %2.","module","Magento_Customer"
"Please enter a valid date less than or equal to %1 at %2.","Wprowadź prawidłową datę mniejszą lub równą %1 w %2.","module","Magento_Customer"
"""%1"" is not a valid file extension.","„%1” nie jest prawidłowym rozszerzeniem pliku.","module","Magento_Customer"
"""%1"" is not a valid file.","„%1” nie jest prawidłowym plikiem.","module","Magento_Customer"
"""%1"" exceeds the allowed file size.","""%1"" przekracza dozwolony rozmiar pliku.","module","Magento_Customer"
"""%1"" is not a valid image format.","„%1” nie jest prawidłowym formatem obrazu.","module","Magento_Customer"
"""%1"" width exceeds allowed value of %2 px.","Szerokość „%1” przekracza dozwoloną wartość %2 pikseli.","module","Magento_Customer"
"""%1"" height exceeds allowed value of %2 px.","Wysokość „%1” przekracza dozwoloną wartość %2 pikseli.","module","Magento_Customer"
"""%1"" length must be equal or greater than %2 characters.","Długość „%1” musi być równa lub większa niż %2 znaków.","module","Magento_Customer"
"""%1"" length must be equal or less than %2 characters.","Długość „%1” musi być równa lub mniejsza niż %2 znaków.","module","Magento_Customer"
"label","etykieta","module","Magento_Customer"
"The customer email is missing. Enter and try again.","Brak adresu e-mail klienta. Wejdź i spróbuj ponownie.","module","Magento_Customer"
"A customer website ID wasn't specified. The ID must be specified to use the website scope.","Nie określono identyfikatora witryny klienta. Aby móc korzystać z zakresu witryny, należy podać identyfikator.","module","Magento_Customer"
"Customer Group","Grupa klientów","module","Magento_Customer"
"You can't delete group ""%1"".","Nie możesz usunąć grupy „%1”.","module","Magento_Customer"
"Customer Group already exists.","Grupa klientów już istnieje.","module","Magento_Customer"
"Cannot delete group.","Nie można usunąć grupy.","module","Magento_Customer"
"Error during VAT Number verification.","Błąd podczas weryfikacji numeru VAT.","module","Magento_Customer"
"PHP SOAP extension is required.","Wymagane jest rozszerzenie PHP SOAP.","module","Magento_Customer"
"VAT Number is valid.","Numer VAT jest ważny.","module","Magento_Customer"
"Please enter a valid VAT number.","Podaj prawidłowy numer VAT.","module","Magento_Customer"
"Your VAT ID was successfully validated.","Twój identyfikator VAT został pomyślnie zweryfikowany.","module","Magento_Customer"
"You will be charged tax.","Zostaniesz obciążony podatkiem.","module","Magento_Customer"
"You will not be charged tax.","Nie zostaniesz obciążony podatkiem.","module","Magento_Customer"
"The VAT ID entered (%1) is not a valid VAT ID.","Wprowadzony identyfikator VAT (%1) nie jest prawidłowym identyfikatorem VAT.","module","Magento_Customer"
"Your Tax ID cannot be validated.","Twój identyfikator podatkowy nie może zostać zweryfikowany.","module","Magento_Customer"
"If you believe this is an error, please contact us at %1","Jeśli uważasz, że to błąd, skontaktuj się z nami pod adresem %1","module","Magento_Customer"
"No such entity with %fieldName = %fieldValue","Brak takiego podmiotu z %fieldName = %fieldValue","module","Magento_Customer"
"Male","Mężczyzna","module","Magento_Customer"
"Female","Kobieta","module","Magento_Customer"
"Not Specified","Nieokreślony","module","Magento_Customer"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, kliknij <a href=""%1"">tutaj</a>, aby wprowadzić swój adres rozliczeniowy w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Jeśli jesteś zarejestrowanym klientem VAT, kliknij <a href=""%1"">tutaj</a>, aby wprowadzić adres wysyłki w celu prawidłowego obliczenia podatku VAT.","module","Magento_Customer"
"NoSuchEntityException","NoSuchEntityException","module","Magento_Customer"
"EmailNotConfirmedException","Email NotConfirmedException","module","Magento_Customer"
"AuthenticationException","Wyjątek uwierzytelniania","module","Magento_Customer"
"UserLockedException","Wyjątek zablokowany przez użytkownika","module","Magento_Customer"
"InputException","InputException","module","Magento_Customer"
"Exception message","Komunikat o wyjątku","module","Magento_Customer"
"Validator Exception","Wyjątek walidatora","module","Magento_Customer"
"Localized Exception","Zlokalizowany wyjątek","module","Magento_Customer"
"some error","jakiś błąd","module","Magento_Customer"
"Street","Ulica","module","Magento_Customer"
"frontend_label","frontend_label","module","Magento_Customer"
"NOT LOGGED IN","NIE ZALOGOWANY","module","Magento_Customer"
"Please enter the state/province.","Podaj stan/prowincję.","module","Magento_Customer"
"region is a required field.","region jest polem wymaganym.","module","Magento_Customer"
"""regionId"" is required. Enter and try again.","„Id regionu” jest wymagany. Wejdź i spróbuj ponownie.","module","Magento_Customer"
"Label","Etykieta","module","Magento_Customer"
"Select...","Wybierać...","module","Magento_Customer"
"Edit","Edytować","module","Magento_Customer"
"Delete %1","Usuń% 1","module","Magento_Customer"
"Are you sure you want to delete a %1 record?","Czy na pewno chcesz usunąć rekord %1?","module","Magento_Customer"
"Set as default billing","Ustaw jako rozliczenia domyślne","module","Magento_Customer"
"Set address as default billing","Ustaw adres jako rozliczenie domyślne","module","Magento_Customer"
"Are you sure you want to set the address as default billing address?","Czy na pewno chcesz ustawić adres jako domyślny adres rozliczeniowy?","module","Magento_Customer"
"Set as default shipping","Ustaw jako domyślną wysyłkę","module","Magento_Customer"
"Set address as default shipping","Ustaw adres jako domyślną wysyłkę","module","Magento_Customer"
"Are you sure you want to set the address as default shipping address?","Czy na pewno chcesz ustawić adres jako domyślny adres wysyłki?","module","Magento_Customer"
"Delete address","Usuń adres","module","Magento_Customer"
"Are you sure you want to delete the address?","Czy na pewno chcesz usunąć adres?","module","Magento_Customer"
"Visitor","Gość","module","Magento_Customer"
"Customer","Klient","module","Magento_Customer"
"No item specified.","Nie określono pozycji.","module","Magento_Customer"
"Are you sure you want to remove this item?","Czy na pewno chcesz usunąć ten element?","module","Magento_Customer"
"Personal Information","Informacje osobiste","module","Magento_Customer"
"Last Logged In:","Ostatnio zalogowany:","module","Magento_Customer"
"Last Logged In (%1):","Ostatnio zalogowany (%1):","module","Magento_Customer"
"Account Lock:","Blokada konta:","module","Magento_Customer"
"Confirmed email:","Potwierdzony e-mail:","module","Magento_Customer"
"Account Created:","Konto utworzone:","module","Magento_Customer"
"Account Created on (%1):","Konto utworzone dnia (%1):","module","Magento_Customer"
"Account Created in:","Konto utworzone w:","module","Magento_Customer"
"Customer Group:","Grupa klientów:","module","Magento_Customer"
"Default Billing Address","domyślny adres rozliczeniowy","module","Magento_Customer"
"Sales Statistics","Statystyki sprzedaży","module","Magento_Customer"
"Web Site","Stronie internetowej","module","Magento_Customer"
"Store","Sklep","module","Magento_Customer"
"Lifetime Sales","Sprzedaż na całe życie","module","Magento_Customer"
"Average Sale","Średnia sprzedaż","module","Magento_Customer"
"All Store Views","Wszystkie wyświetlenia w sklepie","module","Magento_Customer"
"Change","Zmiana","module","Magento_Customer"
"Manage Addresses","Zarządzaj adresami","module","Magento_Customer"
"Default Shipping Address","Domyślny adres dostawy","module","Magento_Customer"
"Contact Information","Informacje kontaktowe","module","Magento_Customer"
"Change Password","Zmień hasło","module","Magento_Customer"
"Newsletters","Biuletyny","module","Magento_Customer"
"You are subscribed to ""General Subscription"".","Jesteś subskrybentem „Subskrypcji Ogólnej”.","module","Magento_Customer"
"or","lub","module","Magento_Customer"
"My Account","Moje konto","module","Magento_Customer"
"Default Addresses","Adresy domyślne","module","Magento_Customer"
"Change Billing Address","Zmień adres rozliczeniowy","module","Magento_Customer"
"You have no default billing address in your address book.","W swojej książce adresowej nie masz domyślnego adresu rozliczeniowego.","module","Magento_Customer"
"Change Shipping Address","Zmień adres wysyłki","module","Magento_Customer"
"You have no default shipping address in your address book.","W swojej książce adresowej nie masz domyślnego adresu wysyłki.","module","Magento_Customer"
"* Required Fields","* Wymagane pola","module","Magento_Customer"
"Address","Adres","module","Magento_Customer"
"Street Address %1","Ulica 1","module","Magento_Customer"
"City","Miasto","module","Magento_Customer"
"It's a default billing address.","To domyślny adres rozliczeniowy.","module","Magento_Customer"
"Use as my default billing address","Użyj jako mojego domyślnego adresu rozliczeniowego","module","Magento_Customer"
"It's a default shipping address.","To domyślny adres wysyłki.","module","Magento_Customer"
"Use as my default shipping address","Użyj jako mojego domyślnego adresu wysyłki","module","Magento_Customer"
"Save Address","Zapisz adres","module","Magento_Customer"
"Go back","Wróć","module","Magento_Customer"
"Additional Address Entries","Dodatkowe wpisy adresowe","module","Magento_Customer"
"Additional addresses","Dodatkowe adresy","module","Magento_Customer"
"First Name","Imię","module","Magento_Customer"
"Last Name","Nazwisko","module","Magento_Customer"
"Street Address","Adres ulicy","module","Magento_Customer"
"Country","Kraj","module","Magento_Customer"
"State","Państwo","module","Magento_Customer"
"Zip/Postal Code","Kod pocztowy","module","Magento_Customer"
"Phone","Telefon","module","Magento_Customer"
"Actions","działania","module","Magento_Customer"
"You have no other address entries in your address book.","Nie masz innych wpisów adresowych w swojej książce adresowej.","module","Magento_Customer"
"Please enter your email below and we will send you the confirmation link.","Wpisz swój adres e-mail poniżej, a wyślemy Ci link potwierdzający.","module","Magento_Customer"
"Email","E-mail","module","Magento_Customer"
"Send confirmation link","Wyślij link potwierdzający","module","Magento_Customer"
"Back to Sign In","Powrót do logowania","module","Magento_Customer"
"Change Email","Zmień adres e-mail","module","Magento_Customer"
"Change Email and Password","Zmień adres e-mail i hasło","module","Magento_Customer"
"Current Password","Aktualne hasło","module","Magento_Customer"
"New Password","nowe hasło","module","Magento_Customer"
"Password Strength","Siła hasła","module","Magento_Customer"
"No Password","Bez hasła","module","Magento_Customer"
"Confirm New Password","Potwierdź nowe hasło","module","Magento_Customer"
"Please enter your email address below to receive a password reset link.","Wpisz swój adres e-mail poniżej, aby otrzymać link do resetowania hasła.","module","Magento_Customer"
"Reset My Password","Zresetować moje hasło","module","Magento_Customer"
"Registered Customers","Zarejestrowani Klienci","module","Magento_Customer"
"If you have an account, sign in with your email address.","Jeśli masz konto, zaloguj się za pomocą swojego adresu e-mail.","module","Magento_Customer"
"Password","Hasło","module","Magento_Customer"
"Forgot Your Password?","Zapomniałeś hasła?","module","Magento_Customer"
"Subscription option","Opcja subskrypcji","module","Magento_Customer"
"General Subscription","Subskrypcja ogólna","module","Magento_Customer"
"Sign Up for Newsletter","Zarejestruj się aby otrzymać newsletter","module","Magento_Customer"
"Address Information","Informacje adresowe","module","Magento_Customer"
"Please select a region, state or province.","Wybierz region, stan lub prowincję.","module","Magento_Customer"
"Sign-in Information","Informacje dotyczące logowania","module","Magento_Customer"
"Confirm Password","Potwierdź hasło","module","Magento_Customer"
"Create an Account","Utwórz konto","module","Magento_Customer"
"Set a New Password","Ustaw nowe hasło","module","Magento_Customer"
"You have signed out and will go to our homepage in 5 seconds.","Wylogowałeś się i przejdziesz na naszą stronę główną za 5 sekund.","module","Magento_Customer"
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","To konto nie jest potwierdzone. <a href=""%1"">Kliknij tutaj</a>, aby ponownie wysłać e-mail z potwierdzeniem.","module","Magento_Customer"
